,song_id,up_votes/total_votes,up_votes,down_votes,difficulty,notes,bombs,BPM,obstacles,NJS,NJSOffset,length,duration
80,33587.0,0.8666666666666667,13.0,2.0,2.0,251.0,34.0,160.0,15.0,12.0,0.0,75.0,200.0
81,33589.0,0.6666666666666666,2.0,1.0,4.0,46.0,186.0,61.0,13.0,10.0,0.0,27.0,27.74603271484375
82,33592.0,0.8493975903614458,141.0,25.0,0.0,225.0,0.0,170.0,68.0,6.0,0.0,221.0,627.1875
83,33592.0,0.8493975903614458,141.0,25.0,3.0,690.0,20.0,170.0,106.0,14.0,0.0,221.0,626.875
84,33592.0,0.8493975903614458,141.0,25.0,2.0,607.0,24.0,170.0,80.0,11.0,0.0,221.0,626.875
85,33592.0,0.8493975903614458,141.0,25.0,1.0,400.0,0.0,170.0,71.0,9.0,0.0,221.0,626.875
86,33593.0,0.9440993788819876,152.0,9.0,0.0,274.0,400.0,125.0,42.0,11.0,1.0,240.0,500.0
87,33593.0,0.9440993788819876,152.0,9.0,3.0,938.0,0.0,125.0,41.0,16.0,-0.25,240.0,500.0
88,33593.0,0.9440993788819876,152.0,9.0,4.0,1348.0,0.0,125.0,0.0,19.0,0.5,240.0,500.0
89,33593.0,0.9440993788819876,152.0,9.0,2.0,606.0,0.0,125.0,8.0,14.0,0.25,240.0,500.0
90,33593.0,0.9440993788819876,152.0,9.0,1.0,442.0,400.0,125.0,0.0,13.0,0.5,240.0,500.0
91,33594.0,0.94,94.0,6.0,3.0,1081.0,24.0,138.0,34.0,16.0,0.0,220.0,506.614990234375
92,33595.0,0.967741935483871,30.0,1.0,3.0,1049.0,14.0,190.0,67.0,14.0,-0.5,252.0,798.9999389648438
93,33595.0,0.967741935483871,30.0,1.0,4.0,1896.0,0.0,190.0,19.0,19.0,0.125,252.0,799.5001831054688
94,33596.0,0.875,14.0,2.0,3.0,495.0,50.0,170.0,39.0,15.0,0.0,126.0,359.625
95,33596.0,0.875,14.0,2.0,4.0,550.0,50.0,170.0,39.0,16.0,0.0,126.0,359.75
96,33596.0,0.875,14.0,2.0,2.0,294.0,30.0,170.0,39.0,13.0,0.0,126.0,359.625
97,33599.0,0.5882352941176471,10.0,7.0,4.0,10600.0,61.0,200.0,99.0,20.0,0.0,585.0,1950.3812255859375
